t_index    term   df
c7efb95a   fetch   1
c90445df   fever   6
9d3d0c03   feverish   1
4ea89dde   fewer   24
4f4fe320   fewest   1
6155d6f1   fh   1
025c9901   fhimah   1
d64817f5   fi   1
d04e2822   fiance   1
63776109   fiberglass   11
59c9039f   fiction   2
ce1eb669   fictiti   5
c23afe34   fidel   5
d949ba94   fidelia   2
bc29ab20   fidget   2
c0dcdf63   fiefdom   2
73f97f4b   field   57
91cef72a   fierc   16
47187d05   fieri   3
d8e4d653   fierrera   1
53a19ebe   fife   2
b3e913f8   fifteenth   1
df4f03e6   fifth   45
6852c2e2   fifti   2
a45afb41   fight   106
ec9cae8b   fighter   21
222f5956   figur   110
a19762eb   fijimori   1
0e7c2494   file   63
57b0e1f3   filipov   6
eaa28855   fillmor   1
b6912cb2   film   8
fdc124dc   filter   1
e97277eb   filth   1
5d26ae7c   final   303
9d4850b1   finalist   5
89e57dcb   financ   47
2ba4bf34   financi   79
01e2d634   fine   60
d4e46d93   finest   5
ddd4dd7f   finger   15
0a55115a   fingerprint   5
9867468c   fingertip   1
e472d7e3   finish   67
c753ff9c   finit   2
0b425808   fink   11
caecbb4a   finland   2
76f77522   finsburi   1
a026f4d1   fir   4
196d0770   firearm   13
e7411514   firebal   1
e8b98b86   firebomb   2
8f1bfff2   firecrack   2
1869a17d   firefight   6
24595916   fireman   6
7c3cea02   firepow   2
c24b12bd   firerescu   1
56522a29   fireston   1
08e91a63   firestorm   1
cd14185e   firework   6
51f6e3cd   firm   36
4710a200   firmer   1
d882a93f   firmli   12
b6e30730   firstli   1
095f62e3   fiscal   3
532538a5   fischer   2
e65c3f08   fish   16
ec801e74   fisheri   1
1f4f1e1f   fisherman   3
b66e3a5a   fishermen   9
b95602db   fissur   1
f21c2271   fist   25
126b72cb   fit   32
470edb5e   fitcher   1
5474dad2   fitter   1
f56d8ae9   fittingli   1
c74fd066   fitzgerald   12
76f07efe   fix   18
a3dbb48e   fizzl   1
bd23d2e2   fl   1
7c3b9b07   fla   22
3b17ee60   flabbergast   1
dcfa6986   flag   54
37151d20   flagrant   2
6aeb2f2d   flair   2
b86165b3   flak   1
10fe8bdf   flake   5
60259a93   flaku   6
b6415d3a   flame   13
6fbe3874   flank   6
8de78b97   flare   3
82a05f74   flash   3
7b366ef0   flashbulb   1
a653d302   flashlight   1
7f8d33cf   flashpoint   3
75073bc7   flat   13
2e081a6c   flatb   1
d4f9a4d3   flatli   1
5551de45   flatten   23
4111c33c   flatter   1
61c58e7b   flatwar   1
ac2178ca   flaw   16
6310df79   flawless   2
2820ffcf   flawlessli   1
c796cbd9   flea   1
acfd0ece   fled   92
4a4aec6c   fledg   1
4b0abd5d   fledgl   2
1be0cfca   flee   43
3f76a7ff   fleet   107
88e05754   fleischer   4
9e123d73   flesh   2
07f282e7   fletchal   2
d4a839d2   fletcher   4
05005c8f   flew   36
b8bd13b7   flex   1
1ef18dcb   flexibl   2
698baf46   flfing   1
c4d69321   fli   2
a9ed86ec   flier   1
2d20550d   flight   66
2ac70f95   flimsi   1
3341f14f   fling   1
9abca30e   flint   1
c6569bf4   flintoff   2
fb32775e   flip   7
a06af7b7   float   15
cfa14898   floater   1
244d7894   flood   46
6a366d12   floodlight   1
471b0fea   floodlit   2
e6dbefc2   floor   43
5d8da1bb   flop   4
a7689d9d   flore   22
87b82eae   floresc   1
379171f7   florez   2
a4b09589   florida   90
d6e5dff5   florist   1
b93f1319   floss   1
0ca4b866   flotilla   14
a89d04f8   flour   2
e98c99c8   flourish   3
58dde6a5   flow   11
1462c3d7   flower   8
b343eb21   flown   51
9169ff61   floyd   5
fb4a88bd   fluctuat   1
c4075061   fluid   2
675fdc5b   flung   8
2284446c   fluorid   1
87145923   flurri   4
eedab76e   flush   1
a5626783   fluster   2
23b9b95d   fluti   3
ab2642a7   flux   1
b40d826d   fly   57
0a3e13e6   fm   1
44716161   focu   49
55e41595   focus   52
807e3c7b   focuss   2
73127466   foe   16
740afb89   fofana   2
1d29f66f   fog   13
f35e4f41   foggi   4
66870325   foil   7
ab8a3694   fold   3
4d5111ed   folei   2
163779ac   folk   8
16df2212   folklor   1
fae01b89   followup   1
1722d04c   foment   3
a414c434   fond   2
d4cfd578   font   1
78d5dde6   food   99
c038d5c0   fool   2
3f63ab6f   foolish   1
080eccaa   foot   126
b8ae4d10   footag   4
e7345ece   footbal   13
834a6249   foothil   6
6a18807e   foothold   6
ff287ec2   footnot   1
4a55385e   footprint   1
4e696b06   footstep   2
7b5b6a2a   footwear   1
f2897c2b   footwork   1
b4972783   forag   4
be37a9bf   forai   3
fea07ff1   forb   3
4a8b7920   forbid   1
d9a5837e   forbidden   2
49bdbef5   forc   662
b10a3f8c   forcefulli   2
9ae8d8b1   forcep   1
49c44df0   forcibl   2
4cedf9eb   ford   12
fbf038ef   fore   2
bb7f7307   forebod   1
81309ade   forecast   9
cfe39f17   foreclos   1
4a623e25   forefront   2
a1f93206   forehand   28
9576d7bc   forehead   2
8e7b1dae   foreign   305
7d4389ed   foremost   3
d039eb40   forens   22
6bc8b481   forerunn   2
2697581b   forese   3
2d86f0b8   foreseen   1
e1518853   forest   9
49e30c35   foretast   1
da70d38e   forev   9
a1c465c1   foreword   1
95cbbae6   forg   5
9d3618e9   forgav   1
10ae8b82   forgeri   1
5a2cbea5   forget   12
cf755063   forgiv   8
bee9ed87   forgiven   1
07f1048f   forgot   1
0b347b51   forgotten   7
f150b6d3   fork   2
431d30c9   form   116
0d06f787   formal   47
c530eeed   format   12
3a957590   formerli   9
e7a8b72b   formid   4
b7bc82d2   formul   1
ec5c3683   formula   3
fd61eb15   fornl   1
52112c8e   forsak   1
3c36e8a7   fort   14
d84cc538   forti   5
435d3a49   fortifi   2
ee5b42e3   fortitud   1
5a7e244c   fortnight   1
0d0c1926   fortress   1
168797c9   fortun   16
d8fbd8f9   forum   15
a6c6b67c   foster   5
167149a4   fought   54
8e7e3efa   foul   1
5db25142   foundat   21
46def31d   founder   11
58255ab7   fountain   1
011e5919   fourth   87
d04fa81b   fox   9
b7977b91   foyer   2
2c2faefe   fpi   2
8f727283   fpt   3
c7584d92   fr   1
d1bb384d   fraction   8
c0ab622a   fractiou   2
7dd7f5f2   fractur   10
a00a6a3c   fragil   7
120d7a07   fragment   10
8c1d7bad   frai   4
d25c6097   fraim   1
c3904cf4   frame   7
d56faa53   framework   3
a282219c   franc   50
93c56c17   franchis   1
2974080e   franci   8
beec5841   franciscan   2
f6d74cc7   francisco   38
7f40b7ee   francoi   1
15bbdf4c   franjo   3
1a6f29ba   frank   39
1be2f2d2   frankfort   4
5d170cc2   frankfurt   10
947b9992   frankli   8
eaa66a3c   frantic   20
4d697199   fraser   2
5ef22089   frasur   3
3555946a   fraud   98
082d1ba8   fraudul   6
7dd64fcd   fraught   3
a3d1c225   frazier   4
f6ba92d9   fred   4
adaa05fd   freder   1
1ab1ba40   fredericqu   1
3d9f3712   frederik   1
41a753dd   free   148
3a7ca77d   freed   25
d1d8d141   freedom   57
5ee7ab48   freeh   47
b594d6c3   freeli   14
e695fb2e   freelli   1
df276efc   freepelti   2
f8ea302b   freer   3
68bb6f84   freewheel   1
4007380d   freez   2
52acb09f   freight   2
683feff7   fremd   10
c93b5608   fremont   2
9b253c76   french   90
50341291   frenchman   10
f91536d4   frenchmen   1
afcbd586   frenchwoman   2
b121fd3a   frenzi   3
cecf1854   frequent   28
ebc32cbd   fresh   20
1afc6921   fresher   1
7937bdb8   freshman   10
d01699fd   freshmen   2
6a64fb60   fresno   1
11d07894   friction   1
1a4f645a   fridai   464
6658f6d7   friend   111
8d74a1f0   friendli   21
9cebb747   friendship   8
30e7d125   frigat   12
b0c5c8f9   frighten   24
127f88e3   frigid   1
db5596cd   frist   2
8d5d7088   frond   1
40813fb5   frontier   1
34bdf405   frontlin   1
c692faef   frown   1
80fac4d9   froze   7
301d74d6   frozen   6
c10d50e3   fruit   7
1a8c2a44   fruition   1
6eb4c6f1   fruitless   1
99e22809   frustrat   45
536a4d12   fry   2
9ebb0ea7   fsb   8
7515cb88   ft   1
661ac303   fudg   1
db1091fa   fuel   56
b2f56cbe   fuerth   1
d101ca76   fugazi   9
20f57de9   fugimori   3
d462e9e1   fugit   142
78a6b547   fujimori   608
8bc3239f   fulfil   5
9fe6579d   fullest   4
b34ea407   fulli   45
86a31052   fume   1
5c9fd477   fun   2
b9f7c53d   function   14
282dbf0f   functionari   2
e2e13a24   fund   90
6ac03db8   fundament   14
3e6103a1   fundamentalist   9
4c3e0690   fundrais   1
22851e3b   funer   27
91ed90e2   funnel   3
b289e7a4   funni   2
d99ecaca   furi   6
8aa5f2d1   furiou   12
2ba7ffbb   furious   6
e51d2221   furnish   2
345711ee   furnitur   6
2b468905   furor   2
25c756c9   furrow   2
cf4fdb89   furthermor   3
268e922c   furtiv   2
36f6e47f   fuselag   1
a352487b   fuss   1
c7cc1409   futa   1
e5691394   futil   4
77ebb13b   futur   129
b99ee129   futurist   1
64497aeb   fuzzi   1
b2640601   ga   71
463bc0a0   gabbi   1
757e1229   gabe   1
64c8f2a3   gabon   2
ea2fcea3   gabriel   1
c2236a7a   gadget   1
83ae2fc8   gadhafi   1
4ceb90dd   gaell   1
05797561   gaff   1
079eb1b4   gafnei   3
6e79b001   gag   1
7d079ce3   gagliardi   2
55346e64   gagnoa   5
64d93e3d   gai   24
9a5933d8   gaig   1
95a9fafa   gain   89
bc10b4bb   gajar   3
0fb2fb2a   gal   1
7ec279e1   galapago   4
81828c46   gale   8
f45d67fc   galiardi   1
b6c7798c   gallup   5
29b96b15   gallust   4
57540669   galo   8
30f36db9   galvan   2
62b02533   galvin   1
81359187   gama   1
80aaedff   gamaa   2
4ea6d289   gamarra   5
ba4bf598   gambler   2
5d439594   game   168
61897923   gan   3
1c985a5d   gandhi   11
cbfff455   gandhinagar   1
e027fcef   gang   27
3e33aec3   gangster   2
e0e79f6e   gantlet   1
1bf2e653   gap   13
697bb199   gape   16
ef0c2ff3   garag   6
26a85d4f   garbag   18
5d988faa   garbl   8
410a4bde   garcia   53
9292632c   garden   13
027e4f0c   gari   10
b2bfae5b   garin   1
9265633e   garland   1
49967da9   garment   1
b0ef0a58   garner   5
25681bad   garri   2
97259db7   garro   1
a32ce588   garwood   3
ba245aeb   gase   1
69a297da   gash   4
7e622307   gasolin   2
a1948eb0   gasp   1
081d3ec7   gaston   1
c05a95dc   gate   21
819fda63   gatehous   2
2fb3193c   gatewai   2
7e60369c   gather   104
cfaa5cfe   gatl   1
b49b9e4e   gatorad   1
050b975d   gaudi   1
72a00e07   gaug   4
e03b2551   gauna   2
6910da5c   gaur   1
f9a30c65   gautam   1
3b54229a   gavel   1
6df0b20c   gavlak   2
992728fe   gawker   1
e8d00fa0   gaza   18
34a60bb3   gaze   4
76f18275   gazett   1
ded9ddb0   gazillion   1
8c337051   gbagbo   219
9812a3ef   gbessi   1
31864e9a   gbgm   1
cf18cd0e   gear   11
4fce381b   gedda   1
4ff451cb   gedrif   1
a963164d   gee   1
cf2b38ad   geeman   1
77654af4   gehman   19
c1ae2136   gejdenson   4
edebff0d   gelu   3
c8a85d66   gen   86
164b12b4   gendarm   9
92ae1ce1   gene   2
0ccf0785   gener   356
16af270a   generos   3
da198daa   genex   1
e14f05e4   genocid   7
9c74e3db   genom   1
a714e9d2   genrikh   1
b9eed037   gentl   1
44288750   gentleman   1
ed09a315   gentlemen   1
46f20025   gentli   6
b1eea2ad   genuin   5
7fb59c62   geo   6
f49121a9   geoff   1
a68e0da3   geofferi   1
2ae4129c   geoffrei   3
24f42adb   geographi   1
603b47a4   geolog   11
4adb86c3   geologist   2
00dc852d   geopolit   1
f93695f8   georg   157
2bbd4d46   georgetown   1
629f1d05   georgi   1
0092c913   georgia   9
7fdb1ca9   georgian   2
3e4e8bf2   gephardt   3
d25bf67d   gerald   1
cd4ae03a   gerd   1
9fe50bf1   gerhard   5
b7f35b27   gerin   3
07f8ae46   german   27
164c63bf   germani   113
6a34fe19   germicid   1
2024eed1   gerri   1
262f14ec   gerstein   2
d02eb441   gestapo   1
d1983ca4   gestur   23
caca4c2c   getawai   9
a9fdefa8   getter   1
ccff89fa   ghashmi   1
b0c8c011   ghee   1
3444ac32   ghost   4
0a890e27   gi   1
9d69f3e9   giant   13
23fd232a   gift   34
396184a7   gigant   1
c93668df   giggl   2
5df1b3a0   gil   1
65904d5b   gila   1
9327bd3a   gilbert   3
2498ffce   gillespi   2
f7ada2e9   gilman   1
171121ff   gilmor   2
2a0ea772   gimbel   1
6a0ebffb   gina   1
a5d9f564   ginger   2
2a78b4bc   gingerli   3
80d59714   girder   1
51714f15   girl   37
02a105d0   girlfriend   3
3d163d5e   giuliani   13
0665810b   gizbert   6
b2464757   glad   13
d13f0d1e   gladi   1
af26efe3   gladkovich   4
dc3c06d5   gladli   1
5a343d1b   glanc   5
00df2e36   glascoff   2
d14aba12   glaspi   9
1ed7085a   glass   26
30970ef6   gleefulli   2
cdb1e93d   glen   4
e0d37504   glenni   2
2798579f   glimps   6
29c0e257   glisten   1
54e360e2   global   37
3994c1c4   globe   6
4e949ce1   glori   3
a5ee6f44   gloria   1
02ab3840   glorifi   1
98697461   gloriou   2
832eb491   glove   4
ef478b79   glow   5
bfe1f306   glue   4
070cfb20   glum   1
496dd8dd   gmc   1
30eb19dc   gnassingb   1
9f6274b1   gnd   1
835e2673   goal   21
c88d275b   goate   2
fbac008e   gobbl   1
43a36d63   god   46
80fa152d   goddess   1
f4beac67   goe   41
1552871f   goggl   1
27386156   goh   1
bf26ecf0   goin   4
91816322   gokool   1
1c105b48   gold   16
78087511   golden   4
01c146af   goldman   5
27681d41   goldsmith   3
9be48b8d   goldstein   5
722bd941   golf   5
6211d96b   golfer   1
496f7962   goliath   1
f79e0679   gonna   7
194f9b14   goodby   6
ece465e7   goodwil   6
ef0e783c   gop   67
3600e3e8   goran   6
63cbec98   gorbachov   1
23d2fc53   gordana   1
46b09961   gordi   3
5004def5   gordon   8
4c6a5533   gore   357
21bee5b9   gorgeou   1
20cc54e8   gorton   8
432d81d0   gosh   1
ded57ba4   gossip   1
6125ce77   gostran   1
a1750102   gotten   11
5d43fe26   gov   138
e54b7176   gove   1
97d3b8d3   gover   1
e6dcd785   govern   802
7bf866ab   government   3
48f9970c   governor   268
5841238f   gown   3
5a4c5d5a   grab   16
a96e9ece   grabbi   1
ba0bdfd2   grace   6
864ce7f9   graceless   1
f41bfb8c   graciou   3
c07510e5   grade   6
16a39aca   grado   1
402c1285   gradual   9
881a0bef   graduat   6
863a5949   graf   2
16cda148   graff   1
f851dbc2   graffiti   2
907a05a2   graham   3
3b871671   grai   8
861d2ed3   grain   3
e39d5e0d   graini   1
e7f11262   gram   16
f61a499b   gramm   3
cff945c3   grammar   1
2ab56bcb   grand   124
75b2cc05   grandchildren   2
1bf5db52   granddaught   4
f714250c   grandfath   2
13f441b4   grandios   1
4c1c1122   grandma   1
bf6304ac   grandmaison   1
753dbcc3   grandmom   2
b9b1ae9f   grandmoth   6
f65c63d9   grandson   13
3e5762eb   granger   10
aff94642   granit   1
5a6e7a87   grant   75
ef22b796   grapevin   1
da0101a9   graphic   2
a091c377   grappl   3
b2205a99   grasp   7
bf048ebb   grasslei   1
d3ee41f5   grate   17
a60a2146   gratifi   3
53035ac0   gratitud   5
dc70b355   grave   25
3ba6690d   gravesid   2
9ed22c09   gravest   1
b8ebbf60   gravi   1
e7550951   gravit   1
6327984a   graviti   1
2712df9a   graze   1
8bbf225d   greatest   21
ba1d160e   greatli   2
b24bed2a   greec   4
b71baa34   greed   1
0aa6e50c   greek   5
61cd201b   green   23
61bf2294   greenhous   2
f3c402eb   greenleaf   1
b968761c   greenwai   1
9839e3ee   greenwood   2
c7c0bb78   greet   36
9806bc08   greg   27
018ffece   gregor   5
404710a0   gregori   3
6f2d75c4   gregorio   1
92a63234   grei   1
882deaf8   grenad   11
da030e5c   grenada   4
132a27e1   greta   3
e8ddad44   grew   19
ba4293ca   grid   2
e470bee6   gridlock   3
fdf68f34   grief   11
8d2d9e78   griev   9
ac4b3c2c   grievanc   4
8f275a1f   griffith   2
b5b25ae8   grim   18
0b5cdb61   grimac   4
6c9419e5   grin   6
12d1aec5   grind   4
16ef8695   grip   19
a06eb844   grisli   2
74f1aadb   gritti   2
fed17053   groan   1
6ffe6202   groceri   2
7866491a   groh   1
d30bad31   groom   1
c21bf756   groov   2
504073ba   grope   1
ee4ea302   grosanc   1
62d6d3be   grosjean   52
41890f9e   gross   3
77330ace   grotesqu   3
b2f9bb11   ground   131
ca6f1269   groundbreak   1
ca3afbd1   groundless   3
86113d14   groundstrok   14
2ff7060a   groundwork   3
3e109a76   group   401
f6ffa55f   grove   1
b500176e   grow   69
4bf5f7a6   grown   19
967ded1d   growth   10
0a861e18   grubac   2
6461ea15   gruber   2
5462be96   grucci   3
c2347af6   grudg   1
8c39572d   grudgingli   1
7f3e280f   gruel   5
2931d595   gruesom   2
c9477459   grumbl   2
92b1c110   gruntlik   4
1ec9135e   gu   1
71915d1e   guadalup   2
2dfb1da5   guarante   23
49601190   guaranti   3
a9b2d408   guard   167
790520e2   guardao   2
0ddaa9ac   guardian   5
69b1c50f   guardsmen   2
96c190bb   guatemala   44
c9f66827   guatemalan   2
c5e70acd   gubernatori   3
07e13931   guei   184
54a1fbba   guerilla   4
cb4047d4   guerrilla   22
1c4af98f   guess   25
191abe91   guest   15
aeb0afe6   guevara   1
de634b68   gui   44
2f0598cf   guid   32
26344a14   guidelin   18
4539ddd8   guido   1
981859cb   guie   3
29bfd2a7   guillermo   1
066acf35   guilt   4
28760633   guilti   81
5198f7d4   guinea   2
5a8ece9d   guis   3
5606be91   gujarat   96
fa0641a0   gujarati   2
119344d4   gujral   2
a109eff7   gulch   1
34de2751   gulf   160
e208ad7e   gull   2
923c62d5   gullast   1
02154f7b   gum   1
db330c76   gun   101
6885c8c4   gunboat   2
9050b9ff   gunfight   1
509d8e48   gunfir   10
8c5d14f5   gung   1
a70f77b7   gunman   2
0e2e53f2   gunmen   1
83adddd7   gunn   13
c05e46f4   gunrun   1
1d892485   gunshot   8
930295e6   gupta   2
2e72769c   gurnei   1
7a44ba6f   guru   1
415b2312   gustavo   17
7d3e9715   gut   4
d7929305   gutman   4
016e963c   guzman   4
c443b701   guzun   1
12bb828b   gymnasium   3
f89f8605   gyro   3
d14eb0be   gyrocompass   1
d345142f   gyroscop   6
9a5981bc   ha   2134
b4b570b9   haass   4
87eda977   habiar   1
b4c022c9   habib   1
7656b59f   habit   2
9b50c542   haddock   1
bba667d3   hadhramaut   18
d63ca01c   hadi   1
9bffb153   hadith   1
d36ce702   hadn   7
5cb7d63a   hadramaut   4
a467e54c   hager   4
6a9f5330   hagerstown   2
3a22b409   haggard   1
d182889c   haggl   1
11235617   hagu   48
0fd30827   hahdramaut   1
c9faf036   hai   7
e99c6fa3   haider   1
f587f5a6   haight   2
9af41016   hail   12
2d10b774   haiphong   1
e08f8f66   hair   27
a511c017   hairbreadth   1
39afd795   hairstyl   5
94210519   hairstylist   1
50a2e1e3   haiti   9
4680252e   haitian   1
a2913521   hal   1
e0e4e4a3   hale   1
04e61327   halei   2
0d32cf07   halevi   7
6d760905   halfwai   4
e18c358e   haliberton   1
ef142d81   hall   28
0f031e6b   halliburton   8
bec6f940   hallwai   4
de3247a0   halprin   24
272234eb   halt   23
158cf425   ham   2
e053f962   hama   12
5f8bd2f4   hamdi   2
5d6f220e   hamilton   8
531887d0   hammer   12
b71bf4fe   hammerfest   1
ad32a66f   hammock   1
80aa72c5   hamper   15
feab8e1f   hampshir   6
e7014f08   hampton   2
c6055305   hamstr   1
000115ad   hamza   7
ec66b48d   hancock   1
5867d707   hand   240
82e3eae7   handcount   1
c5ecdb5c   handcuf   3
61b3b17d   handgun   16
d67ebbf6   handi   3
044552ac   handicap   1
d375e021   handili   1
bd157ee1   handl   43
d7f95118   handler   1
03c95386   handov   4
32d91db4   handpick   5
d4594075   handshak   3
9aa9f150   handsom   2
8e8ff0d3   handwritten   4
8141940a   hang   23
a2b6a0f8   hangar   4
0b9784bd   hanger   1
3e5179d3   hankei   1
5762180e   hanoi   122
9a04467a   hanov   1
eaa80c4c   hantuchova   6
b6d12858   hap   1
a630212c   haphazard   1
8f890912   happen   202
368352b4   happi   50
79c3dfe5   happier   4
bedef19d   happiest   3
e651d4da   happili   1
dbf52fcf   hara   1
94ee8399   haraldseid   2
b7bc1a3a   harass   6
9f33d001   harazi   3
61ad8fe3   harbor   174
cd54bba1   harborsid   3
18794928   harbour   1
35e22268   harburi   3
b09eead8   hard   118
a7a633c5   hardbal   1
b32b0094   hardcourt   3
3adbfbb4   harden   8
2e9be6cd   harder   11
e6d2821a   hardest   22
826096e2   hardi   3
b109edf2   hardli   15
b151ef4c   hardlin   1
809ef39b   hardship   6
360b9cae   hardwar   1
5bf1c82e   haren   13
b009b1a7   harerb   1
a093a4e1   harin   1
1d375b37   harjivan   3
07ef79a4   harlei   1
db997db7   harlem   1
bf6e23fa   harm   10
fdafbcbe   harmless   1
d31e8ccf   harold   14
1c33ff87   harp   1
42e10ed7   harper   29
387ab120   harpoon   1
37441117   harri   6
78dc449c   harrison   2
7a0ec0e9   harrow   1
5c98c9c1   harsh   16
15806129   harshli   3
c045fb94   hart   5
2c7fe6c8   harvard   3
